name	userid	followers	followees	bio	time
hawaiivolcanoesnps	1692328803	146427	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-12 16:12:34.728507
hotspringsnps	3045142398	2685	221	The official Instagram account of Hot Springs National Park.	2019-06-12 16:12:40.286166
indianadunesnps	2111944124	8015	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-12 16:12:41.895950
isleroyalenps	2304944165	26932	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-12 16:12:44.361284
joshuatreenps	1626724300	304841	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-12 16:12:46.005668
katmainps	2211589873	35836	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-12 16:12:48.346242
kenaifjordsnps	2029803905	44682	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-12 16:12:50.400440
kobukvalleynps	5719167751	2152	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-12 16:12:55.718816
lakeclarknps	1676030157	60789	256	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-12 16:12:56.744974
lassennps	2882029013	18546	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-12 16:12:57.457638
mesaverdenps	5622637824	8984	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-12 16:13:01.370737
mountrainiernps	2283825324	206109	169	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-12 16:13:06.728465
northcascadesnps	2259211667	2601	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-12 16:13:07.161105
petrifiedforestnps	1990334915	70256	158	Official Instagram account of Petrified Forest National Park.	2019-06-12 16:13:08.637941
pinnaclesnps	2011066695	6780	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-12 16:13:09.853750
redwoodnps	1391125239	166034	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-12 16:13:11.491703
shenandoahnps	2033357393	164979	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-12 16:13:12.347683
theodorerooseveltnps	2246895965	22526	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-12 16:13:13.229501
virginislandsnps	3277023238	17150	298	www.facebook.com/virginislandsnps	2019-06-12 16:13:15.674688
voyageursnps	2028226261	19028	181	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-12 16:13:16.502546
windcavenps	4160478881	31383	254	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-12 16:13:17.015302
wrangellstenps	2224972819	13204	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-12 16:13:17.738453
yellowstonenps	1565107527	847422	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-12 16:13:18.249044
yosemitenps	789230703	1480778	67	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-12 16:13:18.867059
zionnps	366372542	606131	155	The official Instagram account of Zion National Park.	2019-06-12 16:13:19.891265
acadianps	1760113310	229450	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-13 17:40:50.857607
archesnps	716395539	195393	107	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-13 17:40:53.555148
badlandsnps	1396437996	141952	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-13 17:40:53.969334
bigbendnps	1647920220	148268	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-13 17:40:59.318265
biscaynenps	1974033687	60110	718	The official Instagram account of Biscayne National Park.	2019-06-13 17:41:02.844931
blackcanyonnps	2301465471	23010	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-13 17:41:05.516302
brycecanyonnps	1676679171	45985	409	#BryceCanyonNPS #discoverBryce	2019-06-13 17:41:06.492961
canyonlandsnps	2930922474	78226	95	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-13 17:41:06.895170
capitolreefnps	4813894759	50580	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-13 17:41:09.554736
carlsbadcavernsnps	6267424760	43977	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-13 17:41:11.413612
channelislandsnps	3228076453	24834	128	Official Instagram for Channel Islands National Park.	2019-06-13 17:41:13.857093
congareenps	264028197	11261	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-13 17:41:14.483297
craterlakenps	1991254373	13	0		2019-06-13 17:41:14.917175
cuyahogavalleynps	1989853670	52493	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-13 17:41:16.414636
deathvalleynps	2242696112	198684	133	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-13 17:41:17.647882
denalinps	2129963644	209103	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-13 17:41:20.098311
drytortugasnps	1636957301	51432	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-13 17:41:21.228424
evergladesnps	1130671543	47972	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-13 17:41:22.146279
gatewayarchnps	509351161	2902	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-13 17:41:24.213099
glaciernps	394363369	698500	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-13 17:41:25.540238
glacierbaynps	3440243649	40563	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-13 17:41:27.981380
grandcanyonnps	354926024	547528	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-13 17:41:29.212660
grandtetonnps	1586622205	404058	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-13 17:41:29.528333
greatbasinnps	511065143	1487	0		2019-06-13 17:41:29.953289
greatsanddunesnps	3021402145	15789	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-13 17:41:30.442643
guadalupemountainsnps	1271874892	64802	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-13 17:41:31.162204
haleakalanps	3501917180	23617	317	The official Instagram for Haleakalā National Park.	2019-06-13 17:41:32.204332
hawaiivolcanoesnps	1692328803	146590	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-13 17:41:33.614952
hotspringsnps	3045142398	2692	221	The official Instagram account of Hot Springs National Park.	2019-06-13 17:41:34.127807
indianadunesnps	2111944124	8035	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-13 17:41:36.804940
isleroyalenps	2304944165	26957	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-13 17:41:37.767070
joshuatreenps	1626724300	304987	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-13 17:41:39.352322
katmainps	2211589873	35835	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-13 17:41:44.683590
kenaifjordsnps	2029803905	44694	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-13 17:41:45.396396
kobukvalleynps	5719167751	2153	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-13 17:41:46.319093
lakeclarknps	1676030157	60816	256	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-13 17:41:47.337594
lassennps	2882029013	18589	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-13 17:41:52.263497
mesaverdenps	5622637824	8997	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-13 17:41:52.949728
mountrainiernps	2283825324	206292	169	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-13 17:41:54.810783
northcascadesnps	2259211667	2601	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-13 17:41:56.273351
petrifiedforestnps	1990334915	70316	158	Official Instagram account of Petrified Forest National Park.	2019-06-13 17:41:57.887168
pinnaclesnps	2011066695	6782	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-13 17:41:58.706186
redwoodnps	1391125239	166076	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-13 17:42:01.983139
shenandoahnps	2033357393	165137	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-13 17:42:02.286460
theodorerooseveltnps	2246895965	22537	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-13 17:42:03.826077
virginislandsnps	3277023238	17143	298	www.facebook.com/virginislandsnps	2019-06-13 17:42:05.261484
voyageursnps	2028226261	19078	181	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-13 17:42:08.647197
windcavenps	4160478881	31384	254	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-13 17:42:09.537365
wrangellstenps	2224972819	13232	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-13 17:42:10.904658
yellowstonenps	1565107527	848199	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-13 17:42:12.034501
yosemitenps	789230703	1481448	67	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-13 17:42:16.730753
zionnps	366372542	606558	155	The official Instagram account of Zion National Park.	2019-06-13 17:42:22.059437
nationalparkservice	1684126013	1731634	537	The official Instagram for America's Best Idea! Tag: @nationalparkservice	2019-06-13 17:42:24.227835
nationalparksguide	9903633791	12840	85	"🏞🌄🏔
Discovering the beauty of the National Parks - TAG us for a feature!"	2019-06-13 17:42:27.063564
acadianps	1760113310	229581	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-14 12:32:16.546826
archesnps	716395539	195513	107	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-14 12:32:17.151662
badlandsnps	1396437996	142014	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-14 12:32:17.529618
bigbendnps	1647920220	148363	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-14 12:32:21.446980
biscaynenps	1974033687	60150	718	The official Instagram account of Biscayne National Park.	2019-06-14 12:32:21.946897
blackcanyonnps	2301465471	23060	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-14 12:32:22.626477
brycecanyonnps	1676679171	45989	409	#BryceCanyonNPS #discoverBryce	2019-06-14 12:32:26.210309
canyonlandsnps	2930922474	78282	95	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-14 12:32:27.183080
capitolreefnps	4813894759	50625	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-14 12:32:29.124007
carlsbadcavernsnps	6267424760	44134	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-14 12:32:29.924250
channelislandsnps	3228076453	24858	128	Official Instagram for Channel Islands National Park.	2019-06-14 12:32:32.498942
congareenps	264028197	11267	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-14 12:32:33.108272
craterlakenps	1991254373	13	0		2019-06-14 12:32:34.631335
cuyahogavalleynps	1989853670	52528	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-14 12:32:35.156432
deathvalleynps	2242696112	198769	133	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-14 12:32:37.205042
denalinps	2129963644	209208	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-14 12:32:38.740860
drytortugasnps	1636957301	51442	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-14 12:32:40.281306
evergladesnps	1130671543	47994	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-14 12:32:43.029821
gatewayarchnps	509351161	2904	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-14 12:32:47.006377
